User	Sim	Time	Index	User or Model?	Event	Item	Action	Charge	Connection	Battery voltage	Separation	Area	Table	X axis	Y axis	X axis scale	Y axis scale	Experiment #s included	Notes
90447168	capacitor-lab-basics	382.15	2442	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	382.17	2443	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	382.27	2444	user	dragged	plateAreaDragHandleNode	increasing												
90447168	capacitor-lab-basics	382.3	2447	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	382.37	2448	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	382.4	2449	user	dragged	plateAreaDragHandleNode	increasing												
90447168	capacitor-lab-basics	382.91	2452	user	dragEnded	plateAreaDragHandleNode													
90447168	capacitor-lab-basics	386.75	2465	user	dragStarted	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	386.81	2466	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	386.86	2467	user	dragged	plateSeparationDragHandleNode	decreasing												
90447168	capacitor-lab-basics	386.9	2469	user	dragged	plateSeparationDragHandleNode	decreasing												
90447168	capacitor-lab-basics	386.92	2471	user	dragged	plateSeparationDragHandleNode	decreasing												
90447168	capacitor-lab-basics	386.94	2473	user	dragged	plateSeparationDragHandleNode	decreasing												
90447168	capacitor-lab-basics	386.95	2474	user	dragged	plateSeparationDragHandleNode	decreasing												
90447168	capacitor-lab-basics	386.97	2476	user	dragged	plateSeparationDragHandleNode	decreasing												
90447168	capacitor-lab-basics	387.0	2478	user	dragged	plateSeparationDragHandleNode	decreasing												
90447168	capacitor-lab-basics	387.01	2480	user	dragged	plateSeparationDragHandleNode	decreasing												
90447168	capacitor-lab-basics	387.05	2482	user	dragged	plateSeparationDragHandleNode	decreasing												
90447168	capacitor-lab-basics	387.07	2484	user	dragged	plateSeparationDragHandleNode	decreasing												
90447168	capacitor-lab-basics	387.08	2486	user	dragged	plateSeparationDragHandleNode	decreasing												
90447168	capacitor-lab-basics	387.11	2488	user	dragged	plateSeparationDragHandleNode	decreasing												
90447168	capacitor-lab-basics	387.13	2490	user	dragged	plateSeparationDragHandleNode	decreasing												
90447168	capacitor-lab-basics	387.15	2492	user	dragged	plateSeparationDragHandleNode	decreasing												
90447168	capacitor-lab-basics	387.18	2494	user	dragged	plateSeparationDragHandleNode	decreasing												
90447168	capacitor-lab-basics	387.27	2497	user	dragged	plateSeparationDragHandleNode	decreasing												
90447168	capacitor-lab-basics	387.29	2500	user	dragged	plateSeparationDragHandleNode	decreasing												
90447168	capacitor-lab-basics	387.3	2501	user	dragged	plateSeparationDragHandleNode	decreasing												
90447168	capacitor-lab-basics	387.33	2503	user	dragged	plateSeparationDragHandleNode	decreasing												
90447168	capacitor-lab-basics	387.33	2505	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.33	2507	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.35	2508	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.38	2509	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.38	2510	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.39	2511	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.41	2512	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.41	2513	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.43	2514	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.44	2515	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.46	2516	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.5	2517	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.51	2518	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.52	2519	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.54	2520	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.54	2521	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.55	2522	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.57	2523	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.57	2524	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.6	2525	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.74	2526	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.75	2527	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.75	2528	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.76	2529	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.77	2530	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.77	2531	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.78	2532	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.79	2533	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.8	2534	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.81	2535	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.81	2536	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	387.84	2537	user	dragged	plateSeparationDragHandleNode	increasing												
90447168	capacitor-lab-basics	387.86	2538	user	dragged	plateSeparationDragHandleNode	increasing												
90447168	capacitor-lab-basics	387.89	2540	user	dragged	plateSeparationDragHandleNode	increasing												
90447168	capacitor-lab-basics	387.91	2542	user	dragged	plateSeparationDragHandleNode	increasing												
90447168	capacitor-lab-basics	387.94	2544	user	dragged	plateSeparationDragHandleNode	increasing												
90447168	capacitor-lab-basics	387.97	2546	user	dragged	plateSeparationDragHandleNode	increasing												
90447168	capacitor-lab-basics	387.99	2548	user	dragged	plateSeparationDragHandleNode	increasing												
90447168	capacitor-lab-basics	388.01	2550	user	dragged	plateSeparationDragHandleNode	increasing												
90447168	capacitor-lab-basics	388.01	2552	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	388.02	2554	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	388.02	2555	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	388.03	2556	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	388.04	2557	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	388.05	2558	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	388.06	2559	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	388.06	2560	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	388.08	2561	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	388.08	2563	user	dragged	plateSeparationDragHandleNode													
90447168	capacitor-lab-basics	388.09	2564	user	dragged	plateSeparationDragHandleNode													
