User	Sim	Time	Index	User or Model?	Event	Item	Action	Charge	Connection	Battery voltage	Separation	Area	Table	X axis	Y axis	X axis scale	Y axis scale	Experiment #s included	Notes
12816168	capacitor_charge	14.87	2162	model	updating state			0.06	BATTERY_CONNECTED	0.7209	10.0	100.0							
12816168	capacitor_charge	14.88	2165	user	dragged	batteryNode	increasing												
12816168	capacitor_charge	14.89	2168	model	updating state			0.07	BATTERY_CONNECTED	0.7659	10.0	100.0							
12816168	capacitor_charge	14.89	2171	model	updating state			0.07	BATTERY_CONNECTED	0.7659	10.0	100.0							
12816168	capacitor_charge	15.35	2201	user	dragEnded	batteryNode													
12816168	capacitor_charge	20.73	2582	model	gettingValues	sim													
12816168	capacitor_charge	20.74	2585	user	recording data								{"1": {"Battery voltage": 0.7659, "Area": 100.0, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 0.7659, "visible": false, "Charge": 0.07, "trialNumber": 1, "Separation": 10.0}}						
12816168	capacitor_charge	25.31	3136	user	dragStarted	bottomSwitchNode													
12816168	capacitor_charge	25.31	3139	model	updating state			0.07	IN_TRANSIT	0.7659	10.0	100.0							
12816168	capacitor_charge	25.46	3152	user	dragged	bottomSwitchNode	decreasing												
12816168	capacitor_charge	25.48	3154	model	updating state			0.07	IN_TRANSIT	0.7659	10.0	100.0							
12816168	capacitor_charge	25.48	3157	user	dragged	bottomSwitchNode	decreasing												
